step,time,z_num,vz_num,z_exact,vz_exact,error_z
434,4.3400000000e-01,4.0697177000e+00,-4.2673500000e+00,4.0761138200e+00,-4.2575400000e+00,6.3961200000e-03
435,4.3500000000e-01,4.0654405400e+00,-4.2771600000e+00,4.0718513750e+00,-4.2673500000e+00,6.4108350000e-03
436,4.3600000000e-01,4.0611535700e+00,-4.2869700000e+00,4.0675791200e+00,-4.2771600000e+00,6.4255500000e-03
437,4.3700000000e-01,4.0568567900e+00,-4.2967800000e+00,4.0632970550e+00,-4.2869700000e+00,6.4402650000e-03
438,4.3800000000e-01,4.0525502000e+00,-4.3065900000e+00,4.0590051800e+00,-4.2967800000e+00,6.4549800000e-03
439,4.3900000000e-01,4.0482338000e+00,-4.3164000000e+00,4.0547034950e+00,-4.3065900000e+00,6.4696950000e-03
440,4.4000000000e-01,4.0439075900e+00,-4.3262100000e+00,4.0503920000e+00,-4.3164000000e+00,6.4844100000e-03
441,4.4100000000e-01,4.0395715700e+00,-4.3360200000e+00,4.0460706950e+00,-4.3262100000e+00,6.4991250000e-03
442,4.4200000000e-01,4.0352257400e+00,-4.3458300000e+00,4.0417395800e+00,-4.3360200000e+00,6.5138400000e-03
443,4.4300000000e-01,4.0308701000e+00,-4.3556400000e+00,4.0373986550e+00,-4.3458300000e+00,6.5285550000e-03
444,4.4400000000e-01,4.0265046500e+00,-4.3654500000e+00,4.0330479200e+00,-4.3556400000e+00,6.5432700000e-03
445,4.4500000000e-01,4.0221293900e+00,-4.3752600000e+00,4.0286873750e+00,-4.3654500000e+00,6.5579850000e-03
446,4.4600000000e-01,4.0177443200e+00,-4.3850700000e+00,4.0243170200e+00,-4.3752600000e+00,6.5727000000e-03
447,4.4700000000e-01,4.0133494400e+00,-4.3948800000e+00,4.0199368550e+00,-4.3850700000e+00,6.5874150000e-03
448,4.4800000000e-01,4.0089447500e+00,-4.4046900000e+00,4.0155468800e+00,-4.3948800000e+00,6.6021300000e-03
449,4.4900000000e-01,4.0045302500e+00,-4.4145000000e+00,4.0111470950e+00,-4.4046900000e+00,6.6168450000e-03
450,4.5000000000e-01,4.0001059400e+00,-4.4243100000e+00,4.0067375000e+00,-4.4145000000e+00,6.6315600000e-03
451,4.5100000000e-01,3.9956718200e+00,-4.4341200000e+00,4.0023180950e+00,-4.4243100000e+00,6.6462750000e-03
452,4.5200000000e-01,3.9912278900e+00,-4.4439300000e+00,3.9978888800e+00,-4.4341200000e+00,6.6609900000e-03
453,4.5300000000e-01,3.9867741500e+00,-4.4537400000e+00,3.9934498550e+00,-4.4439300000e+00,6.6757050000e-03
454,4.5400000000e-01,3.9823106000e+00,-4.4635500000e+00,3.9890010200e+00,-4.4537400000e+00,6.6904200000e-03
455,4.5500000000e-01,3.9778372400e+00,-4.4733600000e+00,3.9845423750e+00,-4.4635500000e+00,6.7051350000e-03
456,4.5600000000e-01,3.9733540700e+00,-4.4831700000e+00,3.9800739200e+00,-4.4733600000e+00,6.7198500000e-03
457,4.5700000000e-01,3.9688610900e+00,-4.4929800000e+00,3.9755956550e+00,-4.4831700000e+00,6.7345650000e-03
458,4.5800000000e-01,3.9643583000e+00,-4.5027900000e+00,3.9711075800e+00,-4.4929800000e+00,6.7492800000e-03
459,4.5900000000e-01,3.9598457000e+00,-4.5126000000e+00,3.9666096950e+00,-4.5027900000e+00,6.7639950000e-03
460,4.6000000000e-01,3.9553232900e+00,-4.5224100000e+00,3.9621020000e+00,-4.5126000000e+00,6.7787100000e-03
461,4.6100000000e-01,3.9507910700e+00,-4.5322200000e+00,3.9575844950e+00,-4.5224100000e+00,6.7934250000e-03
462,4.6200000000e-01,3.9462490400e+00,-4.5420300000e+00,3.9530571800e+00,-4.5322200000e+00,6.8081400000e-03
463,4.6300000000e-01,3.9416972000e+00,-4.5518400000e+00,3.9485200550e+00,-4.5420300000e+00,6.8228550000e-03
464,4.6400000000e-01,3.9371355500e+00,-4.5616500000e+00,3.9439731200e+00,-4.5518400000e+00,6.8375700000e-03
465,4.6500000000e-01,3.9325640900e+00,-4.5714600000e+00,3.9394163750e+00,-4.5616500000e+00,6.8522850000e-03
466,4.6600000000e-01,3.9279828200e+00,-4.5812700000e+00,3.9348498200e+00,-4.5714600000e+00,6.8670000000e-03
467,4.6700000000e-01,3.9233917400e+00,-4.5910800000e+00,3.9302734550e+00,-4.5812700000e+00,6.8817150000e-03
468,4.6800000000e-01,3.9187908500e+00,-4.6008900000e+00,3.9256872800e+00,-4.5910800000e+00,6.8964300000e-03
469,4.6900000000e-01,3.9141801500e+00,-4.6107000000e+00,3.9210912950e+00,-4.6008900000e+00,6.9111450000e-03
470,4.7000000000e-01,3.9095596400e+00,-4.6205100000e+00,3.9164855000e+00,-4.6107000000e+00,6.9258600000e-03
471,4.7100000000e-01,3.9049293200e+00,-4.6303200000e+00,3.9118698950e+00,-4.6205100000e+00,6.9405750000e-03
472,4.7200000000e-01,3.9002891900e+00,-4.6401300000e+00,3.9072444800e+00,-4.6303200000e+00,6.9552900000e-03
473,4.7300000000e-01,3.8956392500e+00,-4.6499400000e+00,3.9026092550e+00,-4.6401300000e+00,6.9700050000e-03
474,4.7400000000e-01,3.8909795000e+00,-4.6597500000e+00,3.8979642200e+00,-4.6499400000e+00,6.9847200000e-03
475,4.7500000000e-01,3.8863099400e+00,-4.6695600000e+00,3.8933093750e+00,-4.6597500000e+00,6.9994350000e-03
476,4.7600000000e-01,3.8816305700e+00,-4.6793700000e+00,3.8886447200e+00,-4.6695600000e+00,7.0141500000e-03
477,4.7700000000e-01,3.8769413900e+00,-4.6891800000e+00,3.8839702550e+00,-4.6793700000e+00,7.0288650000e-03
478,4.7800000000e-01,3.8722424000e+00,-4.6989900000e+00,3.8792859800e+00,-4.6891800000e+00,7.0435800000e-03
479,4.7900000000e-01,3.8675336000e+00,-4.7088000000e+00,3.8745918950e+00,-4.6989900000e+00,7.0582950000e-03
480,4.8000000000e-01,3.8628149900e+00,-4.7186100000e+00,3.8698880000e+00,-4.7088000000e+00,7.0730100000e-03
481,4.8100000000e-01,3.8580865700e+00,-4.7284200000e+00,3.8651742950e+00,-4.7186100000e+00,7.0877250000e-03
482,4.8200000000e-01,3.8533483400e+00,-4.7382300000e+00,3.8604507800e+00,-4.7284200000e+00,7.1024400000e-03
483,4.8300000000e-01,3.8486003000e+00,-4.7480400000e+00,3.8557174550e+00,-4.7382300000e+00,7.1171550000e-03
484,4.8400000000e-01,3.8438424500e+00,-4.7578500000e+00,3.8509743200e+00,-4.7480400000e+00,7.1318700000e-03
485,4.8500000000e-01,3.8390747900e+00,-4.7676600000e+00,3.8462213750e+00,-4.7578500000e+00,7.1465850000e-03
486,4.8600000000e-01,3.8342973200e+00,-4.7774700000e+00,3.8414586200e+00,-4.7676600000e+00,7.1613000000e-03
487,4.8700000000e-01,3.8295100400e+00,-4.7872800000e+00,3.8366860550e+00,-4.7774700000e+00,7.1760150000e-03
488,4.8800000000e-01,3.8247129500e+00,-4.7970900000e+00,3.8319036800e+00,-4.7872800000e+00,7.1907300000e-03
489,4.8900000000e-01,3.8199060500e+00,-4.8069000000e+00,3.8271114950e+00,-4.7970900000e+00,7.2054450000e-03
490,4.9000000000e-01,3.8150893400e+00,-4.8167100000e+00,3.8223095000e+00,-4.8069000000e+00,7.2201600000e-03
491,4.9100000000e-01,3.8102628200e+00,-4.8265200000e+00,3.8174976950e+00,-4.8167100000e+00,7.2348750000e-03
492,4.9200000000e-01,3.8054264900e+00,-4.8363300000e+00,3.8126760800e+00,-4.8265200000e+00,7.2495900000e-03
493,4.9300000000e-01,3.8005803500e+00,-4.8461400000e+00,3.8078446550e+00,-4.8363300000e+00,7.2643050000e-03
494,4.9400000000e-01,3.7957244000e+00,-4.8559500000e+00,3.8030034200e+00,-4.8461400000e+00,7.2790200000e-03
495,4.9500000000e-01,3.7908586400e+00,-4.8657600000e+00,3.7981523750e+00,-4.8559500000e+00,7.2937350000e-03
496,4.9600000000e-01,3.7859830700e+00,-4.8755700000e+00,3.7932915200e+00,-4.8657600000e+00,7.3084500000e-03
497,4.9700000000e-01,3.7810976900e+00,-4.8853800000e+00,3.7884208550e+00,-4.8755700000e+00,7.3231650000e-03
498,4.9800000000e-01,3.7762025000e+00,-4.8951900000e+00,3.7835403800e+00,-4.8853800000e+00,7.3378800000e-03
499,4.9900000000e-01,3.7712975000e+00,-4.9050000000e+00,3.7786500950e+00,-4.8951900000e+00,7.3525950000e-03
500,5.0000000000e-01,3.7663826900e+00,-4.9148100000e+00,3.7737500000e+00,-4.9050000000e+00,7.3673100000e-03
501,5.0100000000e-01,3.7614580700e+00,-4.9246200000e+00,3.7688400950e+00,-4.9148100000e+00,7.3820250000e-03
502,5.0200000000e-01,3.7565236400e+00,-4.9344300000e+00,3.7639203800e+00,-4.9246200000e+00,7.3967400000e-03
503,5.0300000000e-01,3.7515794000e+00,-4.9442400000e+00,3.7589908550e+00,-4.9344300000e+00,7.4114550000e-03
504,5.0400000000e-01,3.7466253500e+00,-4.9540500000e+00,3.7540515200e+00,-4.9442400000e+00,7.4261700000e-03
505,5.0500000000e-01,3.7416614900e+00,-4.9638600000e+00,3.7491023750e+00,-4.9540500000e+00,7.4408850000e-03
506,5.0600000000e-01,3.7366878200e+00,-4.9736700000e+00,3.7441434200e+00,-4.9638600000e+00,7.4556000000e-03
507,5.0700000000e-01,3.7317043400e+00,-4.9834800000e+00,3.7391746550e+00,-4.9736700000e+00,7.4703150000e-03
508,5.0800000000e-01,3.7267110500e+00,-4.9932900000e+00,3.7341960800e+00,-4.9834800000e+00,7.4850300000e-03
509,5.0900000000e-01,3.7217079500e+00,-5.0031000000e+00,3.7292076950e+00,-4.9932900000e+00,7.4997450000e-03
510,5.1000000000e-01,3.7166950400e+00,-5.0129100000e+00,3.7242095000e+00,-5.0031000000e+00,7.5144600000e-03
511,5.1100000000e-01,3.7116723200e+00,-5.0227200000e+00,3.7192014950e+00,-5.0129100000e+00,7.5291750000e-03
512,5.1200000000e-01,3.7066397900e+00,-5.0325300000e+00,3.7141836800e+00,-5.0227200000e+00,7.5438900000e-03
513,5.1300000000e-01,3.7015974500e+00,-5.0423400000e+00,3.7091560550e+00,-5.0325300000e+00,7.5586050000e-03
514,5.1400000000e-01,3.6965453000e+00,-5.0521500000e+00,3.7041186200e+00,-5.0423400000e+00,7.5733200000e-03
515,5.1500000000e-01,3.6914833400e+00,-5.0619600000e+00,3.6990713750e+00,-5.0521500000e+00,7.5880350000e-03
516,5.1600000000e-01,3.6864115700e+00,-5.0717700000e+00,3.6940143200e+00,-5.0619600000e+00,7.6027500000e-03
517,5.1700000000e-01,3.6813299900e+00,-5.0815800000e+00,3.6889474550e+00,-5.0717700000e+00,7.6174650000e-03
518,5.1800000000e-01,3.6762386000e+00,-5.0913900000e+00,3.6838707800e+00,-5.0815800000e+00,7.6321800000e-03
519,5.1900000000e-01,3.6711374000e+00,-5.1012000000e+00,3.6787842950e+00,-5.0913900000e+00,7.6468950000e-03
520,5.2000000000e-01,3.6660263900e+00,-5.1110100000e+00,3.6736880000e+00,-5.1012000000e+00,7.6616100000e-03
521,5.2100000000e-01,3.6609055700e+00,-5.1208200000e+00,3.6685818950e+00,-5.1110100000e+00,7.6763250000e-03
522,5.2200000000e-01,3.6557749400e+00,-5.1306300000e+00,3.6634659800e+00,-5.1208200000e+00,7.6910400000e-03
523,5.2300000000e-01,3.6506345000e+00,-5.1404400000e+00,3.6583402550e+00,-5.1306300000e+00,7.7057550000e-03
524,5.2400000000e-01,3.6454842500e+00,-5.1502500000e+00,3.6532047200e+00,-5.1404400000e+00,7.7204700000e-03
525,5.2500000000e-01,3.6403241900e+00,-5.1600600000e+00,3.6480593750e+00,-5.1502500000e+00,7.7351850000e-03
526,5.2600000000e-01,3.6351543200e+00,-5.1698700000e+00,3.6429042200e+00,-5.1600600000e+00,7.7499000000e-03
527,5.2700000000e-01,3.6299746400e+00,-5.1796800000e+00,3.6377392550e+00,-5.1698700000e+00,7.7646150000e-03
528,5.2800000000e-01,3.6247851500e+00,-5.1894900000e+00,3.6325644800e+00,-5.1796800000e+00,7.7793300000e-03
529,5.2900000000e-01,3.6195858500e+00,-5.1993000000e+00,3.6273798950e+00,-5.1894900000e+00,7.7940450000e-03
530,5.3000000000e-01,3.6143767400e+00,-5.2091100000e+00,3.6221855000e+00,-5.1993000000e+00,7.8087600000e-03
531,5.3100000000e-01,3.6091578200e+00,-5.2189200000e+00,3.6169812950e+00,-5.2091100000e+00,7.8234750000e-03
532,5.3200000000e-01,3.6039290900e+00,-5.2287300000e+00,3.6117672800e+00,-5.2189200000e+00,7.8381900000e-03
533,5.3300000000e-01,3.5986905500e+00,-5.2385400000e+00,3.6065434550e+00,-5.2287300000e+00,7.8529050000e-03
534,5.3400000000e-01,3.5934422000e+00,-5.2483500000e+00,3.6013098200e+00,-5.2385400000e+00,7.8676200000e-03
535,5.3500000000e-01,3.5881840400e+00,-5.2581600000e+00,3.5960663750e+00,-5.2483500000e+00,7.8823350000e-03
536,5.3600000000e-01,3.5829160700e+00,-5.2679700000e+00,3.5908131200e+00,-5.2581600000e+00,7.8970500000e-03
537,5.3700000000e-01,3.5776382900e+00,-5.2777800000e+00,3.5855500550e+00,-5.2679700000e+00,7.9117650000e-03
538,5.3800000000e-01,3.5723507000e+00,-5.2875900000e+00,3.5802771800e+00,-5.2777800000e+00,7.9264800000e-03
539,5.3900000000e-01,3.5670533000e+00,-5.2974000000e+00,3.5749944950e+00,-5.2875900000e+00,7.9411950000e-03
540,5.4000000000e-01,3.5617460900e+00,-5.3072100000e+00,3.5697020000e+00,-5.2974000000e+00,7.9559100000e-03
541,5.4100000000e-01,3.5564290700e+00,-5.3170200000e+00,3.5643996950e+00,-5.3072100000e+00,7.9706250000e-03
542,5.4200000000e-01,3.5511022400e+00,-5.3268300000e+00,3.5590875800e+00,-5.3170200000e+00,7.9853400000e-03
543,5.4300000000e-01,3.5457656000e+00,-5.3366400000e+00,3.5537656550e+00,-5.3268300000e+00,8.0000550000e-03
544,5.4400000000e-01,3.5404191500e+00,-5.3464500000e+00,3.5484339200e+00,-5.3366400000e+00,8.0147700000e-03
545,5.4500000000e-01,3.5350628900e+00,-5.3562600000e+00,3.5430923750e+00,-5.3464500000e+00,8.0294850000e-03
546,5.4600000000e-01,3.5296968200e+00,-5.3660700000e+00,3.5377410200e+00,-5.3562600000e+00,8.0442000000e-03
547,5.4700000000e-01,3.5243209400e+00,-5.3758800000e+00,3.5323798550e+00,-5.3660700000e+00,8.0589150000e-03
548,5.4800000000e-01,3.5189352500e+00,-5.3856900000e+00,3.5270088800e+00,-5.3758800000e+00,8.0736300000e-03
549,5.4900000000e-01,3.5135397500e+00,-5.3955000000e+00,3.5216280950e+00,-5.3856900000e+00,8.0883450000e-03
550,5.5000000000e-01,3.5081344400e+00,-5.4053100000e+00,3.5162375000e+00,-5.3955000000e+00,8.1030600000e-03
551,5.5100000000e-01,3.5027193200e+00,-5.4151200000e+00,3.5108370950e+00,-5.4053100000e+00,8.1177750000e-03
552,5.5200000000e-01,3.4972943900e+00,-5.4249300000e+00,3.5054268800e+00,-5.4151200000e+00,8.1324900000e-03
553,5.5300000000e-01,3.4918596500e+00,-5.4347400000e+00,3.5000068550e+00,-5.4249300000e+00,8.1472050000e-03
554,5.5400000000e-01,3.4864151000e+00,-5.4445500000e+00,3.4945770200e+00,-5.4347400000e+00,8.1619200000e-03
555,5.5500000000e-01,3.4809607400e+00,-5.4543600000e+00,3.4891373750e+00,-5.4445500000e+00,8.1766350000e-03
556,5.5600000000e-01,3.4754965700e+00,-5.4641700000e+00,3.4836879200e+00,-5.4543600000e+00,8.1913500000e-03
557,5.5700000000e-01,3.4700225900e+00,-5.4739800000e+00,3.4782286550e+00,-5.4641700000e+00,8.2060650000e-03
558,5.5800000000e-01,3.4645388000e+00,-5.4837900000e+00,3.4727595800e+00,-5.4739800000e+00,8.2207800000e-03
559,5.5900000000e-01,3.4590452000e+00,-5.4936000000e+00,3.4672806950e+00,-5.4837900000e+00,8.2354950000e-03
560,5.6000000000e-01,3.4535417900e+00,-5.5034100000e+00,3.4617920000e+00,-5.4936000000e+00,8.2502100000e-03
561,5.6100000000e-01,3.4480285700e+00,-5.5132200000e+00,3.4562934950e+00,-5.5034100000e+00,8.2649250000e-03
562,5.6200000000e-01,3.4425055400e+00,-5.5230300000e+00,3.4507851800e+00,-5.5132200000e+00,8.2796400000e-03
563,5.6300000000e-01,3.4369727000e+00,-5.5328400000e+00,3.4452670550e+00,-5.5230300000e+00,8.2943550000e-03
564,5.6400000000e-01,3.4314300500e+00,-5.5426500000e+00,3.4397391200e+00,-5.5328400000e+00,8.3090700000e-03
565,5.6500000000e-01,3.4258775900e+00,-5.5524600000e+00,3.4342013750e+00,-5.5426500000e+00,8.3237850000e-03
566,5.6600000000e-01,3.4203153200e+00,-5.5622700000e+00,3.4286538200e+00,-5.5524600000e+00,8.3385000000e-03
567,5.6700000000e-01,3.4147432400e+00,-5.5720800000e+00,3.4230964550e+00,-5.5622700000e+00,8.3532150000e-03
568,5.6800000000e-01,3.4091613500e+00,-5.5818900000e+00,3.4175292800e+00,-5.5720800000e+00,8.3679300000e-03
569,5.6900000000e-01,3.4035696500e+00,-5.5917000000e+00,3.4119522950e+00,-5.5818900000e+00,8.3826450000e-03
570,5.7000000000e-01,3.3979681400e+00,-5.6015100000e+00,3.4063655000e+00,-5.5917000000e+00,8.3973600000e-03
571,5.7100000000e-01,3.3923568200e+00,-5.6113200000e+00,3.4007688950e+00,-5.6015100000e+00,8.4120750000e-03
572,5.7200000000e-01,3.3867356900e+00,-5.6211300000e+00,3.3951624800e+00,-5.6113200000e+00,8.4267900000e-03
573,5.7300000000e-01,3.3811047500e+00,-5.6309400000e+00,3.3895462550e+00,-5.6211300000e+00,8.4415050000e-03
574,5.7400000000e-01,3.3754640000e+00,-5.6407500000e+00,3.3839202200e+00,-5.6309400000e+00,8.4562200000e-03
575,5.7500000000e-01,3.3698134400e+00,-5.6505600000e+00,3.3782843750e+00,-5.6407500000e+00,8.4709350000e-03
576,5.7600000000e-01,3.3641530700e+00,-5.6603700000e+00,3.3726387200e+00,-5.6505600000e+00,8.4856500000e-03
577,5.7700000000e-01,3.3584828900e+00,-5.6701800000e+00,3.3669832550e+00,-5.6603700000e+00,8.5003650000e-03
578,5.7800000000e-01,3.3528029000e+00,-5.6799900000e+00,3.3613179800e+00,-5.6701800000e+00,8.5150800000e-03
579,5.7900000000e-01,3.3471131000e+00,-5.6898000000e+00,3.3556428950e+00,-5.6799900000e+00,8.5297950000e-03
580,5.8000000000e-01,3.3414134900e+00,-5.6996100000e+00,3.3499580000e+00,-5.6898000000e+00,8.5445100000e-03
581,5.8100000000e-01,3.3357040700e+00,-5.7094200000e+00,3.3442632950e+00,-5.6996100000e+00,8.5592250000e-03
582,5.8200000000e-01,3.3299848400e+00,-5.7192300000e+00,3.3385587800e+00,-5.7094200000e+00,8.5739400000e-03
583,5.8300000000e-01,3.3242558000e+00,-5.7290400000e+00,3.3328444550e+00,-5.7192300000e+00,8.5886550000e-03
584,5.8400000000e-01,3.3185169500e+00,-5.7388500000e+00,3.3271203200e+00,-5.7290400000e+00,8.6033700000e-03
585,5.8500000000e-01,3.3127682900e+00,-5.7486600000e+00,3.3213863750e+00,-5.7388500000e+00,8.6180850000e-03
586,5.8600000000e-01,3.3070098200e+00,-5.7584700000e+00,3.3156426200e+00,-5.7486600000e+00,8.6328000000e-03
587,5.8700000000e-01,3.3012415400e+00,-5.7682800000e+00,3.3098890550e+00,-5.7584700000e+00,8.6475150000e-03
588,5.8800000000e-01,3.2954634500e+00,-5.7780900000e+00,3.3041256800e+00,-5.7682800000e+00,8.6622300000e-03
589,5.8900000000e-01,3.2896755500e+00,-5.7879000000e+00,3.2983524950e+00,-5.7780900000e+00,8.6769450000e-03
590,5.9000000000e-01,3.2838778400e+00,-5.7977100000e+00,3.2925695000e+00,-5.7879000000e+00,8.6916600000e-03
591,5.9100000000e-01,3.2780703200e+00,-5.8075200000e+00,3.2867766950e+00,-5.7977100000e+00,8.7063750000e-03
592,5.9200000000e-01,3.2722529900e+00,-5.8173300000e+00,3.2809740800e+00,-5.8075200000e+00,8.7210900000e-03
593,5.9300000000e-01,3.2664258500e+00,-5.8271400000e+00,3.2751616550e+00,-5.8173300000e+00,8.7358050000e-03
594,5.9400000000e-01,3.2605889000e+00,-5.8369500000e+00,3.2693394200e+00,-5.8271400000e+00,8.7505200000e-03
595,5.9500000000e-01,3.2547421400e+00,-5.8467600000e+00,3.2635073750e+00,-5.8369500000e+00,8.7652350000e-03
596,5.9600000000e-01,3.2488855700e+00,-5.8565700000e+00,3.2576655200e+00,-5.8467600000e+00,8.7799500000e-03
597,5.9700000000e-01,3.2430191900e+00,-5.8663800000e+00,3.2518138550e+00,-5.8565700000e+00,8.7946650000e-03
598,5.9800000000e-01,3.2371430000e+00,-5.8761900000e+00,3.2459523800e+00,-5.8663800000e+00,8.8093800000e-03
599,5.9900000000e-01,3.2312570000e+00,-5.8860000000e+00,3.2400810950e+00,-5.8761900000e+00,8.8240950000e-03
600,6.0000000000e-01,3.2253611900e+00,-5.8958100000e+00,3.2342000000e+00,-5.8860000000e+00,8.8388100000e-03
