step,time,z,vz,KE
19707,1.97070000e+00,8.27618163e-01,3.93126706e-01,7.72743034e-02
19708,1.97080000e+00,8.27657378e-01,3.92145706e-01,7.68891272e-02
19709,1.97090000e+00,8.27696495e-01,3.91164706e-01,7.65049135e-02
19710,1.97100000e+00,8.27735513e-01,3.90183706e-01,7.61216621e-02
19711,1.97110000e+00,8.27774433e-01,3.89202706e-01,7.57393731e-02
19712,1.97120000e+00,8.27813255e-01,3.88221706e-01,7.53580464e-02
19713,1.97130000e+00,8.27851979e-01,3.87240706e-01,7.49776821e-02
19714,1.97140000e+00,8.27890605e-01,3.86259706e-01,7.45982801e-02
19715,1.97150000e+00,8.27929133e-01,3.85278706e-01,7.42198405e-02
19716,1.97160000e+00,8.27967563e-01,3.84297706e-01,7.38423633e-02
19717,1.97170000e+00,8.28005895e-01,3.83316706e-01,7.34658484e-02
19718,1.97180000e+00,8.28044128e-01,3.82335706e-01,7.30902959e-02
19719,1.97190000e+00,8.28082264e-01,3.81354706e-01,7.27157058e-02
19720,1.97200000e+00,8.28120301e-01,3.80373706e-01,7.23420780e-02
19721,1.97210000e+00,8.28158240e-01,3.79392706e-01,7.19694126e-02
19722,1.97220000e+00,8.28196082e-01,3.78411706e-01,7.15977095e-02
19723,1.97230000e+00,8.28233825e-01,3.77430706e-01,7.12269688e-02
19724,1.97240000e+00,8.28271470e-01,3.76449706e-01,7.08571905e-02
19725,1.97250000e+00,8.28309016e-01,3.75468706e-01,7.04883745e-02
19726,1.97260000e+00,8.28346465e-01,3.74487706e-01,7.01205209e-02
19727,1.97270000e+00,8.28383816e-01,3.73506706e-01,6.97536296e-02
19728,1.97280000e+00,8.28421068e-01,3.72525706e-01,6.93877007e-02
19729,1.97290000e+00,8.28458223e-01,3.71544706e-01,6.90227342e-02
19730,1.97300000e+00,8.28495279e-01,3.70563706e-01,6.86587300e-02
19731,1.97310000e+00,8.28532238e-01,3.69582706e-01,6.82956882e-02
19732,1.97320000e+00,8.28569098e-01,3.68601706e-01,6.79336087e-02
19733,1.97330000e+00,8.28605860e-01,3.67620706e-01,6.75724916e-02
19734,1.97340000e+00,8.28642524e-01,3.66639706e-01,6.72123369e-02
19735,1.97350000e+00,8.28679090e-01,3.65658706e-01,6.68531445e-02
19736,1.97360000e+00,8.28715557e-01,3.64677706e-01,6.64949145e-02
19737,1.97370000e+00,8.28751927e-01,3.63696706e-01,6.61376469e-02
19738,1.97380000e+00,8.28788199e-01,3.62715706e-01,6.57813416e-02
19739,1.97390000e+00,8.28824372e-01,3.61734706e-01,6.54259986e-02
19740,1.97400000e+00,8.28860447e-01,3.60753706e-01,6.50716181e-02
19741,1.97410000e+00,8.28896425e-01,3.59772706e-01,6.47181999e-02
19742,1.97420000e+00,8.28932304e-01,3.58791706e-01,6.43657440e-02
19743,1.97430000e+00,8.28968085e-01,3.57810706e-01,6.40142506e-02
19744,1.97440000e+00,8.29003768e-01,3.56829706e-01,6.36637194e-02
19745,1.97450000e+00,8.29039353e-01,3.55848706e-01,6.33141507e-02
19746,1.97460000e+00,8.29074840e-01,3.54867706e-01,6.29655443e-02
19747,1.97470000e+00,8.29110228e-01,3.53886706e-01,6.26179002e-02
19748,1.97480000e+00,8.29145519e-01,3.52905706e-01,6.22712186e-02
19749,1.97490000e+00,8.29180711e-01,3.51924706e-01,6.19254992e-02
19750,1.97500000e+00,8.29215806e-01,3.50943706e-01,6.15807423e-02
19751,1.97510000e+00,8.29250802e-01,3.49962706e-01,6.12369477e-02
19752,1.97520000e+00,8.29285700e-01,3.48981706e-01,6.08941155e-02
19753,1.97530000e+00,8.29320500e-01,3.48000706e-01,6.05522456e-02
19754,1.97540000e+00,8.29355202e-01,3.47019706e-01,6.02113381e-02
19755,1.97550000e+00,8.29389806e-01,3.46038706e-01,5.98713929e-02
19756,1.97560000e+00,8.29424312e-01,3.45057706e-01,5.95324101e-02
19757,1.97570000e+00,8.29458719e-01,3.44076706e-01,5.91943897e-02
19758,1.97580000e+00,8.29493029e-01,3.43095706e-01,5.88573316e-02
19759,1.97590000e+00,8.29527241e-01,3.42114706e-01,5.85212359e-02
19760,1.97600000e+00,8.29561354e-01,3.41133706e-01,5.81861026e-02
19761,1.97610000e+00,8.29595369e-01,3.40152706e-01,5.78519316e-02
19762,1.97620000e+00,8.29629286e-01,3.39171706e-01,5.75187230e-02
19763,1.97630000e+00,8.29663105e-01,3.38190706e-01,5.71864767e-02
19764,1.97640000e+00,8.29696826e-01,3.37209706e-01,5.68551928e-02
19765,1.97650000e+00,8.29730449e-01,3.36228706e-01,5.65248713e-02
19766,1.97660000e+00,8.29763974e-01,3.35247706e-01,5.61955121e-02
19767,1.97670000e+00,8.29797401e-01,3.34266706e-01,5.58671153e-02
19768,1.97680000e+00,8.29830729e-01,3.33285706e-01,5.55396808e-02
19769,1.97690000e+00,8.29863960e-01,3.32304706e-01,5.52132087e-02
19770,1.97700000e+00,8.29897092e-01,3.31323706e-01,5.48876990e-02
19771,1.97710000e+00,8.29930126e-01,3.30342706e-01,5.45631516e-02
19772,1.97720000e+00,8.29963063e-01,3.29361706e-01,5.42395666e-02
19773,1.97730000e+00,8.29995901e-01,3.28380706e-01,5.39169439e-02
19774,1.97740000e+00,8.30028641e-01,3.27399706e-01,5.35952836e-02
19775,1.97750000e+00,8.30061282e-01,3.26418706e-01,5.32745857e-02
19776,1.97760000e+00,8.30093826e-01,3.25437706e-01,5.29548501e-02
19777,1.97770000e+00,8.30126272e-01,3.24456706e-01,5.26360769e-02
19778,1.97780000e+00,8.30158619e-01,3.23475706e-01,5.23182661e-02
19779,1.97790000e+00,8.30190869e-01,3.22494706e-01,5.20014176e-02
19780,1.97800000e+00,8.30223020e-01,3.21513706e-01,5.16855315e-02
19781,1.97810000e+00,8.30255074e-01,3.20532706e-01,5.13706077e-02
19782,1.97820000e+00,8.30287029e-01,3.19551706e-01,5.10566463e-02
19783,1.97830000e+00,8.30318886e-01,3.18570706e-01,5.07436473e-02
19784,1.97840000e+00,8.30350645e-01,3.17589706e-01,5.04316106e-02
19785,1.97850000e+00,8.30382306e-01,3.16608706e-01,5.01205363e-02
19786,1.97860000e+00,8.30413868e-01,3.15627706e-01,4.98104243e-02
19787,1.97870000e+00,8.30445333e-01,3.14646706e-01,4.95012747e-02
19788,1.97880000e+00,8.30476700e-01,3.13665706e-01,4.91930875e-02
19789,1.97890000e+00,8.30507968e-01,3.12684706e-01,4.88858626e-02
19790,1.97900000e+00,8.30539139e-01,3.11703706e-01,4.85796001e-02
19791,1.97910000e+00,8.30570211e-01,3.10722706e-01,4.82742999e-02
19792,1.97920000e+00,8.30601185e-01,3.09741706e-01,4.79699621e-02
19793,1.97930000e+00,8.30632061e-01,3.08760706e-01,4.76665867e-02
19794,1.97940000e+00,8.30662839e-01,3.07779706e-01,4.73641736e-02
19795,1.97950000e+00,8.30693519e-01,3.06798706e-01,4.70627229e-02
19796,1.97960000e+00,8.30724101e-01,3.05817706e-01,4.67622346e-02
19797,1.97970000e+00,8.30754584e-01,3.04836706e-01,4.64627086e-02
19798,1.97980000e+00,8.30784970e-01,3.03855706e-01,4.61641449e-02
19799,1.97990000e+00,8.30815257e-01,3.02874706e-01,4.58665437e-02
19800,1.98000000e+00,8.30845447e-01,3.01893706e-01,4.55699048e-02
19801,1.98010000e+00,8.30875538e-01,3.00912706e-01,4.52742282e-02
19802,1.98020000e+00,8.30905531e-01,2.99931706e-01,4.49795140e-02
19803,1.98030000e+00,8.30935426e-01,2.98950706e-01,4.46857622e-02
19804,1.98040000e+00,8.30965223e-01,2.97969706e-01,4.43929728e-02
19805,1.98050000e+00,8.30994922e-01,2.96988706e-01,4.41011457e-02
19806,1.98060000e+00,8.31024523e-01,2.96007706e-01,4.38102809e-02
19807,1.98070000e+00,8.31054026e-01,2.95026706e-01,4.35203785e-02
19808,1.98080000e+00,8.31083430e-01,2.94045706e-01,4.32314385e-02
19809,1.98090000e+00,8.31112737e-01,2.93064706e-01,4.29434609e-02
19810,1.98100000e+00,8.31141945e-01,2.92083706e-01,4.26564456e-02
19811,1.98110000e+00,8.31171055e-01,2.91102706e-01,4.23703926e-02
19812,1.98120000e+00,8.31200067e-01,2.90121706e-01,4.20853021e-02
19813,1.98130000e+00,8.31228981e-01,2.89140706e-01,4.18011738e-02
19814,1.98140000e+00,8.31257797e-01,2.88159706e-01,4.15180080e-02
19815,1.98150000e+00,8.31286515e-01,2.87178706e-01,4.12358045e-02
19816,1.98160000e+00,8.31315135e-01,2.86197706e-01,4.09545634e-02
19817,1.98170000e+00,8.31343657e-01,2.85216706e-01,4.06742846e-02
19818,1.98180000e+00,8.31372080e-01,2.84235706e-01,4.03949682e-02
19819,1.98190000e+00,8.31400406e-01,2.83254706e-01,4.01166141e-02
19820,1.98200000e+00,8.31428633e-01,2.82273706e-01,3.98392225e-02
19821,1.98210000e+00,8.31456762e-01,2.81292706e-01,3.95627931e-02
19822,1.98220000e+00,8.31484794e-01,2.80311706e-01,3.92873262e-02
19823,1.98230000e+00,8.31512727e-01,2.79330706e-01,3.90128216e-02
19824,1.98240000e+00,8.31540562e-01,2.78349706e-01,3.87392793e-02
19825,1.98250000e+00,8.31568298e-01,2.77368706e-01,3.84666994e-02
19826,1.98260000e+00,8.31595937e-01,2.76387706e-01,3.81950819e-02
19827,1.98270000e+00,8.31623478e-01,2.75406706e-01,3.79244268e-02
19828,1.98280000e+00,8.31650920e-01,2.74425706e-01,3.76547340e-02
19829,1.98290000e+00,8.31678265e-01,2.73444706e-01,3.73860035e-02
19830,1.98300000e+00,8.31705511e-01,2.72463706e-01,3.71182355e-02
19831,1.98310000e+00,8.31732660e-01,2.71482706e-01,3.68514297e-02
19832,1.98320000e+00,8.31759710e-01,2.70501706e-01,3.65855864e-02
19833,1.98330000e+00,8.31786662e-01,2.69520706e-01,3.63207054e-02
19834,1.98340000e+00,8.31813516e-01,2.68539706e-01,3.60567868e-02
19835,1.98350000e+00,8.31840272e-01,2.67558706e-01,3.57938305e-02
19836,1.98360000e+00,8.31866929e-01,2.66577706e-01,3.55318366e-02
19837,1.98370000e+00,8.31893489e-01,2.65596706e-01,3.52708050e-02
19838,1.98380000e+00,8.31919951e-01,2.64615706e-01,3.50107358e-02
19839,1.98390000e+00,8.31946314e-01,2.63634706e-01,3.47516290e-02
19840,1.98400000e+00,8.31972580e-01,2.62653706e-01,3.44934846e-02
19841,1.98410000e+00,8.31998747e-01,2.61672706e-01,3.42363025e-02
19842,1.98420000e+00,8.32024816e-01,2.60691706e-01,3.39800827e-02
19843,1.98430000e+00,8.32050787e-01,2.59710706e-01,3.37248253e-02
19844,1.98440000e+00,8.32076660e-01,2.58729706e-01,3.34705303e-02
19845,1.98450000e+00,8.32102435e-01,2.57748706e-01,3.32171976e-02
19846,1.98460000e+00,8.32128112e-01,2.56767706e-01,3.29648273e-02
19847,1.98470000e+00,8.32153690e-01,2.55786706e-01,3.27134194e-02
19848,1.98480000e+00,8.32179171e-01,2.54805706e-01,3.24629738e-02
19849,1.98490000e+00,8.32204553e-01,2.53824706e-01,3.22134906e-02
19850,1.98500000e+00,8.32229838e-01,2.52843706e-01,3.19649698e-02
19851,1.98510000e+00,8.32255024e-01,2.51862706e-01,3.17174113e-02
19852,1.98520000e+00,8.32280112e-01,2.50881706e-01,3.14708151e-02
19853,1.98530000e+00,8.32305102e-01,2.49900706e-01,3.12251814e-02
19854,1.98540000e+00,8.32329994e-01,2.48919706e-01,3.09805099e-02
19855,1.98550000e+00,8.32354788e-01,2.47938706e-01,3.07368009e-02
19856,1.98560000e+00,8.32379484e-01,2.46957706e-01,3.04940542e-02
19857,1.98570000e+00,8.32404082e-01,2.45976706e-01,3.02522699e-02
19858,1.98580000e+00,8.32428581e-01,2.44995706e-01,3.00114479e-02
19859,1.98590000e+00,8.32452983e-01,2.44014706e-01,2.97715883e-02
19860,1.98600000e+00,8.32477286e-01,2.43033706e-01,2.95326911e-02
19861,1.98610000e+00,8.32501491e-01,2.42052706e-01,2.92947562e-02
19862,1.98620000e+00,8.32525598e-01,2.41071706e-01,2.90577836e-02
19863,1.98630000e+00,8.32549607e-01,2.40090706e-01,2.88217735e-02
19864,1.98640000e+00,8.32573518e-01,2.39109706e-01,2.85867257e-02
19865,1.98650000e+00,8.32597331e-01,2.38128706e-01,2.83526402e-02
19866,1.98660000e+00,8.32621046e-01,2.37147706e-01,2.81195172e-02
19867,1.98670000e+00,8.32644663e-01,2.36166706e-01,2.78873564e-02
19868,1.98680000e+00,8.32668181e-01,2.35185706e-01,2.76561581e-02
19869,1.98690000e+00,8.32691602e-01,2.34204706e-01,2.74259221e-02
19870,1.98700000e+00,8.32714924e-01,2.33223706e-01,2.71966484e-02
19871,1.98710000e+00,8.32738148e-01,2.32242706e-01,2.69683372e-02
19872,1.98720000e+00,8.32761275e-01,2.31261706e-01,2.67409883e-02
19873,1.98730000e+00,8.32784303e-01,2.30280706e-01,2.65146017e-02
19874,1.98740000e+00,8.32807233e-01,2.29299706e-01,2.62891775e-02
19875,1.98750000e+00,8.32830065e-01,2.28318706e-01,2.60647157e-02
19876,1.98760000e+00,8.32852798e-01,2.27337706e-01,2.58412162e-02
19877,1.98770000e+00,8.32875434e-01,2.26356706e-01,2.56186791e-02
19878,1.98780000e+00,8.32897972e-01,2.25375706e-01,2.53971044e-02
19879,1.98790000e+00,8.32920411e-01,2.24394706e-01,2.51764920e-02
19880,1.98800000e+00,8.32942752e-01,2.23413706e-01,2.49568419e-02
19881,1.98810000e+00,8.32964996e-01,2.22432706e-01,2.47381543e-02
19882,1.98820000e+00,8.32987141e-01,2.21451706e-01,2.45204290e-02
19883,1.98830000e+00,8.33009188e-01,2.20470706e-01,2.43036660e-02
19884,1.98840000e+00,8.33031137e-01,2.19489706e-01,2.40878655e-02
19885,1.98850000e+00,8.33052988e-01,2.18508706e-01,2.38730272e-02
19886,1.98860000e+00,8.33074740e-01,2.17527706e-01,2.36591514e-02
19887,1.98870000e+00,8.33096395e-01,2.16546706e-01,2.34462379e-02
19888,1.98880000e+00,8.33117952e-01,2.15565706e-01,2.32342867e-02
19889,1.98890000e+00,8.33139410e-01,2.14584706e-01,2.30232980e-02
19890,1.98900000e+00,8.33160771e-01,2.13603706e-01,2.28132715e-02
19891,1.98910000e+00,8.33182033e-01,2.12622706e-01,2.26042075e-02
19892,1.98920000e+00,8.33203197e-01,2.11641706e-01,2.23961058e-02
19893,1.98930000e+00,8.33224263e-01,2.10660706e-01,2.21889665e-02
19894,1.98940000e+00,8.33245231e-01,2.09679706e-01,2.19827895e-02
19895,1.98950000e+00,8.33266101e-01,2.08698706e-01,2.17775749e-02
19896,1.98960000e+00,8.33286873e-01,2.07717706e-01,2.15733226e-02
19897,1.98970000e+00,8.33307546e-01,2.06736706e-01,2.13700327e-02
19898,1.98980000e+00,8.33328122e-01,2.05755706e-01,2.11677052e-02
19899,1.98990000e+00,8.33348599e-01,2.04774706e-01,2.09663400e-02
19900,1.99000000e+00,8.33368979e-01,2.03793706e-01,2.07659372e-02
19901,1.99010000e+00,8.33389260e-01,2.02812706e-01,2.05664968e-02
19902,1.99020000e+00,8.33409443e-01,2.01831706e-01,2.03680187e-02
19903,1.99030000e+00,8.33429528e-01,2.00850706e-01,2.01705030e-02
19904,1.99040000e+00,8.33449515e-01,1.99869706e-01,1.99739496e-02
19905,1.99050000e+00,8.33469404e-01,1.98888706e-01,1.97783586e-02
19906,1.99060000e+00,8.33489195e-01,1.97907706e-01,1.95837300e-02
19907,1.99070000e+00,8.33508888e-01,1.96926706e-01,1.93900637e-02
19908,1.99080000e+00,8.33528482e-01,1.95945706e-01,1.91973598e-02
19909,1.99090000e+00,8.33547979e-01,1.94964706e-01,1.90056182e-02
19910,1.99100000e+00,8.33567377e-01,1.93983706e-01,1.88148390e-02
19911,1.99110000e+00,8.33586677e-01,1.93002706e-01,1.86250222e-02
19912,1.99120000e+00,8.33605879e-01,1.92021706e-01,1.84361677e-02
19913,1.99130000e+00,8.33624983e-01,1.91040706e-01,1.82482756e-02
19914,1.99140000e+00,8.33643989e-01,1.90059706e-01,1.80613459e-02
19915,1.99150000e+00,8.33662897e-01,1.89078706e-01,1.78753785e-02
19916,1.99160000e+00,8.33681707e-01,1.88097706e-01,1.76903734e-02
19917,1.99170000e+00,8.33700419e-01,1.87116706e-01,1.75063308e-02
19918,1.99180000e+00,8.33719032e-01,1.86135706e-01,1.73232505e-02
19919,1.99190000e+00,8.33737548e-01,1.85154706e-01,1.71411325e-02
19920,1.99200000e+00,8.33755965e-01,1.84173706e-01,1.69599769e-02
19921,1.99210000e+00,8.33774284e-01,1.83192706e-01,1.67797837e-02
19922,1.99220000e+00,8.33792506e-01,1.82211706e-01,1.66005528e-02
19923,1.99230000e+00,8.33810629e-01,1.81230706e-01,1.64222843e-02
19924,1.99240000e+00,8.33828654e-01,1.80249706e-01,1.62449782e-02
19925,1.99250000e+00,8.33846581e-01,1.79268706e-01,1.60686344e-02
19926,1.99260000e+00,8.33864409e-01,1.78287706e-01,1.58932530e-02
19927,1.99270000e+00,8.33882140e-01,1.77306706e-01,1.57188339e-02
19928,1.99280000e+00,8.33899773e-01,1.76325706e-01,1.55453772e-02
19929,1.99290000e+00,8.33917307e-01,1.75344706e-01,1.53728829e-02
19930,1.99300000e+00,8.33934743e-01,1.74363706e-01,1.52013509e-02
19931,1.99310000e+00,8.33952082e-01,1.73382706e-01,1.50307813e-02
19932,1.99320000e+00,8.33969322e-01,1.72401706e-01,1.48611741e-02
19933,1.99330000e+00,8.33986464e-01,1.71420706e-01,1.46925292e-02
19934,1.99340000e+00,8.34003508e-01,1.70439706e-01,1.45248466e-02
19935,1.99350000e+00,8.34020454e-01,1.69458706e-01,1.43581265e-02
19936,1.99360000e+00,8.34037302e-01,1.68477706e-01,1.41923687e-02
19937,1.99370000e+00,8.34054051e-01,1.67496706e-01,1.40275732e-02
19938,1.99380000e+00,8.34070703e-01,1.66515706e-01,1.38637401e-02
19939,1.99390000e+00,8.34087256e-01,1.65534706e-01,1.37008694e-02
19940,1.99400000e+00,8.34103712e-01,1.64553706e-01,1.35389610e-02
19941,1.99410000e+00,8.34120069e-01,1.63572706e-01,1.33780150e-02
19942,1.99420000e+00,8.34136328e-01,1.62591706e-01,1.32180314e-02
19943,1.99430000e+00,8.34152489e-01,1.61610706e-01,1.30590101e-02
19944,1.99440000e+00,8.34168552e-01,1.60629706e-01,1.29009512e-02
19945,1.99450000e+00,8.34184517e-01,1.59648706e-01,1.27438546e-02
19946,1.99460000e+00,8.34200384e-01,1.58667706e-01,1.25877204e-02
19947,1.99470000e+00,8.34216152e-01,1.57686706e-01,1.24325486e-02
19948,1.99480000e+00,8.34231823e-01,1.56705706e-01,1.22783391e-02
19949,1.99490000e+00,8.34247395e-01,1.55724706e-01,1.21250920e-02
19950,1.99500000e+00,8.34262870e-01,1.54743706e-01,1.19728072e-02
19951,1.99510000e+00,8.34278246e-01,1.53762706e-01,1.18214848e-02
19952,1.99520000e+00,8.34293524e-01,1.52781706e-01,1.16711248e-02
19953,1.99530000e+00,8.34308704e-01,1.51800706e-01,1.15217271e-02
19954,1.99540000e+00,8.34323786e-01,1.50819706e-01,1.13732918e-02
19955,1.99550000e+00,8.34338770e-01,1.49838706e-01,1.12258189e-02
19956,1.99560000e+00,8.34353656e-01,1.48857706e-01,1.10793083e-02
19957,1.99570000e+00,8.34368444e-01,1.47876706e-01,1.09337600e-02
19958,1.99580000e+00,8.34383133e-01,1.46895706e-01,1.07891742e-02
19959,1.99590000e+00,8.34397725e-01,1.45914706e-01,1.06455507e-02
19960,1.99600000e+00,8.34412218e-01,1.44933706e-01,1.05028895e-02
19961,1.99610000e+00,8.34426613e-01,1.43952706e-01,1.03611907e-02
19962,1.99620000e+00,8.34440910e-01,1.42971706e-01,1.02204543e-02
19963,1.99630000e+00,8.34455110e-01,1.41990706e-01,1.00806803e-02
19964,1.99640000e+00,8.34469210e-01,1.41009706e-01,9.94186855e-03
19965,1.99650000e+00,8.34483213e-01,1.40028706e-01,9.80401921e-03
19966,1.99660000e+00,8.34497118e-01,1.39047706e-01,9.66713223e-03
19967,1.99670000e+00,8.34510925e-01,1.38066706e-01,9.53120761e-03
19968,1.99680000e+00,8.34524633e-01,1.37085706e-01,9.39624535e-03
19969,1.99690000e+00,8.34538244e-01,1.36104706e-01,9.26224546e-03
19970,1.99700000e+00,8.34551756e-01,1.35123706e-01,9.12920792e-03
19971,1.99710000e+00,8.34565170e-01,1.34142706e-01,8.99713274e-03
19972,1.99720000e+00,8.34578487e-01,1.33161706e-01,8.86601993e-03
19973,1.99730000e+00,8.34591705e-01,1.32180706e-01,8.73586948e-03
19974,1.99740000e+00,8.34604825e-01,1.31199706e-01,8.60668139e-03
19975,1.99750000e+00,8.34617847e-01,1.30218706e-01,8.47845566e-03
19976,1.99760000e+00,8.34630770e-01,1.29237706e-01,8.35119229e-03
19977,1.99770000e+00,8.34643596e-01,1.28256706e-01,8.22489128e-03
19978,1.99780000e+00,8.34656324e-01,1.27275706e-01,8.09955263e-03
19979,1.99790000e+00,8.34668953e-01,1.26294706e-01,7.97517634e-03
19980,1.99800000e+00,8.34681484e-01,1.25313706e-01,7.85176242e-03
19981,1.99810000e+00,8.34693918e-01,1.24332706e-01,7.72931085e-03
19982,1.99820000e+00,8.34706253e-01,1.23351706e-01,7.60782165e-03
19983,1.99830000e+00,8.34718490e-01,1.22370706e-01,7.48729481e-03
19984,1.99840000e+00,8.34730629e-01,1.21389706e-01,7.36773032e-03
19985,1.99850000e+00,8.34742670e-01,1.20408706e-01,7.24912820e-03
19986,1.99860000e+00,8.34754613e-01,1.19427706e-01,7.13148844e-03
19987,1.99870000e+00,8.34766457e-01,1.18446706e-01,7.01481104e-03
19988,1.99880000e+00,8.34778204e-01,1.17465706e-01,6.89909601e-03
19989,1.99890000e+00,8.34789852e-01,1.16484706e-01,6.78434333e-03
19990,1.99900000e+00,8.34801403e-01,1.15503706e-01,6.67055301e-03
19991,1.99910000e+00,8.34812855e-01,1.14522706e-01,6.55772506e-03
19992,1.99920000e+00,8.34824209e-01,1.13541706e-01,6.44585947e-03
19993,1.99930000e+00,8.34835465e-01,1.12560706e-01,6.33495623e-03
19994,1.99940000e+00,8.34846623e-01,1.11579706e-01,6.22501536e-03
19995,1.99950000e+00,8.34857683e-01,1.10598706e-01,6.11603685e-03
19996,1.99960000e+00,8.34868645e-01,1.09617706e-01,6.00802070e-03
19997,1.99970000e+00,8.34879508e-01,1.08636706e-01,5.90096691e-03
19998,1.99980000e+00,8.34890274e-01,1.07655706e-01,5.79487548e-03
19999,1.99990000e+00,8.34900941e-01,1.06674706e-01,5.68974642e-03
20000,2.00000000e+00,8.34911511e-01,1.05693706e-01,5.58557971e-03
20001,2.00010000e+00,8.34921982e-01,1.04712706e-01,5.48237537e-03
20002,2.00020000e+00,8.34932355e-01,1.03731706e-01,5.38013338e-03
20003,2.00030000e+00,8.34942630e-01,1.02750706e-01,5.27885376e-03
20004,2.00040000e+00,8.34952807e-01,1.01769706e-01,5.17853650e-03
20005,2.00050000e+00,8.34962886e-01,1.00788706e-01,5.07918160e-03
20006,2.00060000e+00,8.34972867e-01,9.98077057e-02,4.98078906e-03
20007,2.00070000e+00,8.34982750e-01,9.88267057e-02,4.88335888e-03
20008,2.00080000e+00,8.34992534e-01,9.78457057e-02,4.78689106e-03
20009,2.00090000e+00,8.35002221e-01,9.68647057e-02,4.69138560e-03
20010,2.00100000e+00,8.35011809e-01,9.58837057e-02,4.59684251e-03
20011,2.00110000e+00,8.35021299e-01,9.49027057e-02,4.50326177e-03
20012,2.00120000e+00,8.35030691e-01,9.39217057e-02,4.41064340e-03
20013,2.00130000e+00,8.35039986e-01,9.29407057e-02,4.31898739e-03
20014,2.00140000e+00,8.35049182e-01,9.19597057e-02,4.22829374e-03
20015,2.00150000e+00,8.35058279e-01,9.09787057e-02,4.13856244e-03
20016,2.00160000e+00,8.35067279e-01,8.99977057e-02,4.04979351e-03
20017,2.00170000e+00,8.35076181e-01,8.90167057e-02,3.96198695e-03
20018,2.00180000e+00,8.35084984e-01,8.80357057e-02,3.87514274e-03
20019,2.00190000e+00,8.35093690e-01,8.70547057e-02,3.78926089e-03
20020,2.00200000e+00,8.35102297e-01,8.60737057e-02,3.70434141e-03
20021,2.00210000e+00,8.35110807e-01,8.50927057e-02,3.62038428e-03
20022,2.00220000e+00,8.35119218e-01,8.41117057e-02,3.53738952e-03
20023,2.00230000e+00,8.35127531e-01,8.31307057e-02,3.45535711e-03
20024,2.00240000e+00,8.35135746e-01,8.21497057e-02,3.37428707e-03
20025,2.00250000e+00,8.35143863e-01,8.11687057e-02,3.29417939e-03
20026,2.00260000e+00,8.35151881e-01,8.01877057e-02,3.21503407e-03
20027,2.00270000e+00,8.35159802e-01,7.92067057e-02,3.13685111e-03
20028,2.00280000e+00,8.35167625e-01,7.82257057e-02,3.05963052e-03
20029,2.00290000e+00,8.35175349e-01,7.72447057e-02,2.98337228e-03
20030,2.00300000e+00,8.35182975e-01,7.62637057e-02,2.90807640e-03
20031,2.00310000e+00,8.35190504e-01,7.52827057e-02,2.83374289e-03
20032,2.00320000e+00,8.35197934e-01,7.43017057e-02,2.76037173e-03
20033,2.00330000e+00,8.35205266e-01,7.33207057e-02,2.68796294e-03
20034,2.00340000e+00,8.35212500e-01,7.23397057e-02,2.61651651e-03
20035,2.00350000e+00,8.35219636e-01,7.13587057e-02,2.54603244e-03
20036,2.00360000e+00,8.35226674e-01,7.03777057e-02,2.47651073e-03
20037,2.00370000e+00,8.35233613e-01,6.93967057e-02,2.40795138e-03
20038,2.00380000e+00,8.35240455e-01,6.84157057e-02,2.34035439e-03
20039,2.00390000e+00,8.35247198e-01,6.74347057e-02,2.27371977e-03
20040,2.00400000e+00,8.35253844e-01,6.64537057e-02,2.20804750e-03
20041,2.00410000e+00,8.35260391e-01,6.54727057e-02,2.14333760e-03
20042,2.00420000e+00,8.35266840e-01,6.44917057e-02,2.07959005e-03
20043,2.00430000e+00,8.35273191e-01,6.35107057e-02,2.01680487e-03
20044,2.00440000e+00,8.35279444e-01,6.25297057e-02,1.95498205e-03
20045,2.00450000e+00,8.35285599e-01,6.15487057e-02,1.89412159e-03
20046,2.00460000e+00,8.35291656e-01,6.05677057e-02,1.83422349e-03
20047,2.00470000e+00,8.35297614e-01,5.95867057e-02,1.77528775e-03
20048,2.00480000e+00,8.35303475e-01,5.86057057e-02,1.71731437e-03
20049,2.00490000e+00,8.35309237e-01,5.76247057e-02,1.66030335e-03
20050,2.00500000e+00,8.35314902e-01,5.66437057e-02,1.60425470e-03
20051,2.00510000e+00,8.35320468e-01,5.56627057e-02,1.54916840e-03
20052,2.00520000e+00,8.35325936e-01,5.46817057e-02,1.49504447e-03
20053,2.00530000e+00,8.35331306e-01,5.37007057e-02,1.44188290e-03
20054,2.00540000e+00,8.35336578e-01,5.27197057e-02,1.38968368e-03
20055,2.00550000e+00,8.35341752e-01,5.17387057e-02,1.33844683e-03
20056,2.00560000e+00,8.35346828e-01,5.07577057e-02,1.28817234e-03
20057,2.00570000e+00,8.35351806e-01,4.97767057e-02,1.23886021e-03
20058,2.00580000e+00,8.35356685e-01,4.87957057e-02,1.19051045e-03
20059,2.00590000e+00,8.35361467e-01,4.78147057e-02,1.14312304e-03
20060,2.00600000e+00,8.35366150e-01,4.68337057e-02,1.09669799e-03
20061,2.00610000e+00,8.35370735e-01,4.58527057e-02,1.05123531e-03
20062,2.00620000e+00,8.35375223e-01,4.48717057e-02,1.00673499e-03
20063,2.00630000e+00,8.35379612e-01,4.38907057e-02,9.63197023e-04
20064,2.00640000e+00,8.35383903e-01,4.29097057e-02,9.20621421e-04
